id,text,length,author
5423,"You also intentionally omitted the very relevant comment by Baird, repeated two or three times that in hindsight the appointment of Di Girolamo to board of State Water was an error of judgement by the panel set up to recommend appointments and should not have occurred. Baird was clear an unequivocal in his response. ",55,TimOfAltona
5424,You Labor/Greens supporters need to understand that lobbying has formed part of the fabric of political life in Australia for decades - even the Greens are bombarded with lobbyists pushing a particular self-interest agenda. ,35,TimOfAltona
5425,"You Labor/Greens cheer squad types need to get your house in order - your party is in deep doo doo at the moment - can't sort itself out, almost leaderless, factions publicly tearing each other apart, unions won't give up their control/influence, is a mere bystander observing the Abbott government successfully implement pre-election promises and completes the most successful PM trade delegation to Asia in the nation's history and so on. ",72,TimOfAltona
5426,You and your handful of cohorts in these threads who think that by launching vile and grubby baseless attacks on the PM willsomehow deliver Labor into government are seriously deluding yourselves. ,32,TimOfAltona
5427,"Congratulations to Mike Baird, almost certain to be NSW Premier for the next term or two - NSW Labor havn't a snowflakes hope in hell of getting back into government for quite a few years ahead. ",37,TimOfAltona
5428,"Speaking of NSW Labor, you just gotta ask yourself the question - why are proven corrupt Labor grubs like Obeid and MacDonald still walking around the streets and getting on with their lives while a good, decent Premier falls on his sword and resigns over an undeclared bottle of wine? ",51,TimOfAltona
5429,"Are these two, and perhaps other Labor politicians going to be charged with anything or do they just be named as corrupt by ICAC and they carry on as if nothing ever happened? No consequences for their corrupt activity as senior NSW Labor party figures? ",46,TimOfAltona
5430,Of course you won't come back with any because there are non - in fact the only links you can come back with are where ICAC specifically said that O'Farrell is not corrupt or even suspected of having acted corruptly in this matter. ,44,TimOfAltona
5431,"What I can come back to you with are all the links that show O'Farrell was regarded as one of the cleanest and highest regarded Premiers NSW has ever had - this comes from both Liberal and Labor supporters, even left-wing commentators like David Marr agree. ",47,TimOfAltona
5432,Speaking of links - I can also come back to you with links that prove NSW Labor  manifestly corrupt when they were in office - there are thousands of links to choose from - all juicy proven stories about Eddie Obeid and Ian MacDonald and others - this is why the ALP were thrown out of office in NSW and never to return for quite a few years ahead. ,71,TimOfAltona
5433,I suspect your tragic and manifestly inaccurate comment was just a thought bubble you made up on the run to try and keep up with other tragic and manifestly inaccurate comments posted in these threads by Labor supporters looking for payback and trying to disguise the massive collapse in the ALP vote at a state and federal level.,58,TimOfAltona
5434,The Labor cheer squad are conflicted - they don't know whether to abuse Palmer or praise him. Most seem to be having a bet each way - just in case.,30,TimOfAltona
5435,Here's a tip - instead of constantly trying to disguise the fact you dislike conservative governments - why not just come out and admit you don't like to see conservative in power instead of beating around the bush. ,39,TimOfAltona
5436,"The funny thing is that had this exact same announcement been made by the previous Labor government, this thread would have around 30 comments instead of 380 and most of those would be congratulating the PM for being decisive and improving the economic prospects for both NSW and Western Sydney.  ",52,TimOfAltona
5437,"Because the announcement is being made by the, with the exact same outcomes, all the usual hapless Labor cheer squad people flood the thread with mind numbing childish propaganda. ",30,TimOfAltona
5438,"Two major victories for this government, a multi-billion dollar infrastructure announcement for Western Sydney creating tens of thousands of jobs plus the government has achieved what the Labor/Greens govt could never do - they have stopped the people smuggler boats arriving into Australian territory.  ",46,TimOfAltona
5439,Message to the Libs - if you want to make a clean sweep out West in 2016 - which is looking increasingly likely - better put up a better candidate in Greenway than Jaymes Diaz this time around. ,39,TimOfAltona
5440,"If I were Michelle Rowland I would be afraid, very afraid. Mind you she should not really even be in Parliament - fortunately for her an inept Liberal candidate slipped through the pre-selection process.",34,TimOfAltona
5441,One of the major international airlines are currently negotiating to fly in and out of Avalon - one of the Asian airlines I think plus Jetstar fly domestically out of there.,31,TimOfAltona
5442,"Well, given tens of thousands of new jobs will created and will be sourced primarily from the Western Sydney basin I'd say thats tens of thousands of more votes going to the Liberal candidates wouldn't you? ",37,TimOfAltona
5443,"While the 2nd airport has merit, Max Moore-Wilson does make a valid point about the current Sydney Airport - it has the potential to expand it's current operations for at least another 20 years or so, how? - get rid of or reduce the bloody curfew. ",47,TimOfAltona
5444,Most large International airports run 24/7 - Sydney has this ridiculous curfew because Anthony Albanese likes to get his 8 hrs sleep and won't tolerate those pesky planes flying over his house at mid-night. ,35,TimOfAltona
5445,"I say open up the curfew, throw in another 2 hrs at night and 2 hrs in the morning when planes can take off and land over Botany Bay and hey presto - there's another 60-80 flights per day taking pressure off the rest of the day and making better use of the airport's infrastructure by spreading the workload. ",60,TimOfAltona
5446,"Let's not forget that apart from freeing up the congestion at Mascot, this initiative will also create tens of thousands of jobs for young Australians' in the greater Sydney basin. ",31,TimOfAltona
5447,What we are seeing here is the PM and Baird making a transparent and genuine attempt to clean it up at a state and federal level for current and future governments. ,32,TimOfAltona
5448,"If Shorten survives, he should be thanking Tony Abbott for showing strong leadership in cleaning up the political wing of the ACTU - something the ACTU and Labor would never have been able to achieve for themselves.",37,TimOfAltona
5449,Time will tell if they are successful but good to see Abbott and Baird doing the right thing by trying to clean this up - Labor and the Greens will also benefit from this reform down the track. ,39,TimOfAltona
5450,"That's ok Crowery - you can fight off the enemy by sprinkling your magic Labor/Greens fairy dust, meanwhile in the real world the government is getting on with ensuring our defence capability is on par with potential threats.",38,TimOfAltona
5451,Reading many of these comments here makes you think perhaps Rudd made a mistake when he changed the 'rules' to give (himself) the elected ALP leader surety of tenure - looks like Labor can't get rid of Bill in a hurry unless the 'rules' are changed again. ,48,TimOfAltona
5452,Labor need to stop parachuting union hacks into the senate - union officials see the senate as a reward for their services to the union movement and the factions make sure they get in irrespective of their suitability for a senate role. ,43,TimOfAltona
5453,I hear your frustration - what your argument lacks is a suggestion who the leader should be if not Shorten - the leader will be from within a small group of well known Labor front bench luminaries - unless you can offer up a  alternative to Shorten he will remain leader.,52,TimOfAltona
5454,Clearly Bill has been reading my posts and taken in the comments of the past few months - note to the Labor cheer squad who get all nasty &amp; unhinged when I post my opinion on Labor's future - your very own leader echos my views.,46,TimOfAltona
5455,Ahhh...so that explains perfectly why the Greens have 1 rep in a 150 seat lower house - and he is only there because of the Liberals - 99% of Australians are dumb and don't understand science or economics.,38,TimOfAltona
5456,Ahhh..don't you just love the delusional world of the Gillard support camp - it seems a handful of them still exist- emerging from the shadows (anonymously of course) to vainly attempt the resurrection of the failed McTernan created and scripted 'misogyny' tactic. ,43,TimOfAltona
5457,It's a shame these PUP Senators don't have a say in anything - they simply follow Clive's 'behind closed doors' direction and that means Clive will only support policies/legislation that benefits him personally. ,34,TimOfAltona
5458,I think it's widely acknowledged now that the Rudd/Gillard/Rudd years almost wiped Labor off the political map - attacking the Murdoch or any other press that highlighted Labor's inadequacies is purely 'shooting the messenger'.,34,TimOfAltona
5459,"The reality is, it makes no difference what he says or does not say, he could have given the utmost eloquent and heartwarming statement about Wran's passing and the Labor/Ggreens cheer squad would still rip into him with confected anger and outrage - it's what they do day in day out. ",52,TimOfAltona
5460,"RDorkins - your statement that ""the recently deceased Labor premier of NSW who attracted not an ounce of scandal during his more than a decade as leader"" needs to be retracted - it is just not true - perhaps you are blinded by your failure to see anything wrong with the Labor party? ",54,TimOfAltona
5461,They can't bear to think that Australia might actually find the plane on behalf of the relatives and that the Australian government could look good coming out of all this. ,31,TimOfAltona
5462,"The thought of Australian PM Tony Abbott and the government being congratulated around the world sends them into a mad panic - they desperately want someone, anyone, else to find the plane first.",33,TimOfAltona
5463,They are free to leave any time they want - just as long as they don't go to Australia. Perhaps their time back in Indonesia was not so bad after all?,31,TimOfAltona
5464,"Two more years to go until the next election, if there are still some illegals in the sense of the term in the People Smuggling Protocol in detention and your side wins, you can let them out.",37,TimOfAltona
5465,C'mon Andi we've been over this time and time again - these people arrived in Australian waters in illegal people smuggling boats and are therefore correctly termed 'illegals' - you know that. ,33,TimOfAltona
5466,Pal - just scroll down the pages in this thread and every other article on this matter and it's soon very evident who is playing politics over this matter - ,31,TimOfAltona
5467,"Somehow you omitted from your list of inconvenient truths the 1000+ men, women and children who have drowned thanks to Labor dismantling Howard's border protection policies that saw all the offshore detention camps closed because the people smugglers were put out of business. ",44,TimOfAltona
5468,Good to see the Coalition's tough approach to border protection has saved countless numbers from drowning and is returning our generous UNHCR intake program to a fair and orderly process.,30,TimOfAltona
5469,Murder? If you were there and saw for yourself what happened perhaps you should contact the inquiry and tell them what you saw. As a first hand witness your statement could be invaluable at determining the outcome?,37,TimOfAltona
5470,"The hapless Rudd thought he was onto a winner when he dismantled the Howard era policies that had all but eliminated people smuggling activity, no doubt spurred along by Sarah Hanson-Young ",32,TimOfAltona
5471,How many hapless souls drowned at sea as a direct result of Labor's initiative? We'll probably never really know the exact figure but it sits somewhere between one and two thousand. ,32,TimOfAltona
5472,"Should there be an inquiry (outside the official PNG police investigation) into  person who unfortunately lost his life in PNG? Yes, according to the ALP/Greens cheer squad because this death occurred when a Coalition government is in power and it provides them a perfect platform to launch (often confected) attacks against the government - irrespective of the outcome.  ",61,TimOfAltona
5473,I've noticed in the Guardian threads a whole heap of Labor supporters attempting to link Tony Abbott to Adolf Hitler and one regular Labor contributor is even trying to link him to Pol Pot. ,35,TimOfAltona
5474,It's as if they can't get enough of him - there is a good movie that may satisfy their insatiable appetite for all things Nazi Germany - it is called Triumph des Willens (Triumph of the Will) a 1935 movie by Leni Riefenstahl which chronicals the 1934 Nazi Party congress at Nuremburg. This movie is critically acclaimed as one of the greatest propaganda movies of all time and has plenty of shots of Adolf - enough to keep even the most avid Labor/Greens cheer squadder enthralled- here's the You Tube link for those interested - ,96,TimOfAltona
5475,Why would anyone want to go to something like this - a handful of extreme left Labor/Greens radicals with a sprinkling of GetUp stirrers trying to whip up anti-government sentiment. ,31,TimOfAltona
5476,I understand GetUp play an important role in these types of events - they have people back at their offices busily photoshopping images from the event so that the 20 or so people that actually turn up are transformed into 200+ in the pictures they feed through to the media. ,51,TimOfAltona
5477,1. You and the ALP would still be in government today2. The in-coming government would not have to be making tough decisions and taking unpopular actions to fix up Labor's fiscal mess. ,33,TimOfAltona
5478,Fair to say that history repeats itself over and over again - Liberal Party manages the economy well and builds up the nation's wealth - Labor party comes in and blows all our money and plunges the country into unsustainable debt which leads to them being tossed out of office and the Libs return to fix it all up again - and so it goes on. ,67,TimOfAltona
5479,"I think successive polls over the years have always reflected the view that Labor's strength lies in it's social services agenda but it is  at managing our finances, where as the Libs are considered the better guardians of our finances. ",42,TimOfAltona
5480,The audit commission seems to have made some sobering recommendations which won't be popular with everyone - bottom line is had Labor not blown the massive surplus it was gifted when Rudd came into power we would not be in this situation. ,43,TimOfAltona
5481,"Perhaps Sweden have gone about it in the right way with their assimilation programs, but already it is causing problems and can quickly get out of hand if migrants arrive en masse - housing, health, education, employment are the hallmarks of a successful migrant intake program - but it must be regulated and controlled.",54,TimOfAltona
5482,I suspect a big part of Labor's problems are illustrated by your comment - you seem to think that by grubby personal abuse hurled at senior Coalition figures somehow that will transition into Labor winning the next election. ,39,TimOfAltona
5483,Or is it perhaps you accept Labor have zero chance of getting back into government for another 2 to 3 terms so all you have left is to hurl abuse?. ,31,TimOfAltona
5484,Perhaps you don't understand or just plain did not know - Scott Morrison when the riot occurred - he was back in Australia at the time and did not see for himself the events that unfolded. ,37,TimOfAltona
5485,"This then means that he has to rely on advice from others who were on the ground. He can only relay what he has been told and one assumes, as Minister, he receives information from more than one source.  ",41,TimOfAltona
5486,Looking at which way a fence is leaning means jack shit - it could have been pulled that way after the event - anything could have happened or caused it.. Without actual reliable eyewitness accounts we may never know.,39,TimOfAltona
5487,"In time Manus and Nauru will be closed down, with all the genuine asylum seekers resettled in countries other than Australia. Some will eventually be granted settlement in Australia via the orderly UNHCR intake. To do this they come through the FRONT door, not the back door via people smuggling boats. ",52,TimOfAltona
5488,"All the off shore detention centres were closed down during the Howard years - the same will happen in the second or third term of the coalition government, then you'll have nothing more to bitch and moan about..",38,TimOfAltona
5489,"The Barati death was a tragedy and should never have happened, a view firmly held by Immigration Minister Morrison. Things clearly got out of control on Manus and we are all now much wiser with hindsight and no doubt with several inquiries underway, the security of transferees on Manus will be significantly enhanced. ",54,TimOfAltona
5490,How many lives has this government saved as result- hundreds?? - we will never know but even if ONE life has been saved by shutting down the people smugglers then it has been worthwhile. ,35,TimOfAltona
5491,"We all eagerly await the 4 Corners investigation into the Rudd government kick starting the Indonesian people smuggling industry which lead to the deaths of 1000+ men, women and children at sea.  ",34,TimOfAltona
5492,"As we have with Mr Barati, let's start giving these 1000+ men, women and children an identity - you know, names, ages, backgrounds, aspirations, interview with friends and families and what it was about the ALP's 2007 policy that encouraged/tempted them to get into leaky people smuggling boats and try to make it to Australia? ",56,TimOfAltona
5493,In 2016 you and evry other Australian will have every opportunity to judge this governments actions in shutting down the people smuggler trade - something Labor were found wanting with. ,31,TimOfAltona
5494,"So,let me get this straight - a future  looking for pre-selection goes public with untested and unverified allegations designed to damage the Coalition and all the Labor/Greens cheer squad whip themselves up into a frenzy like sharks at feeding time. ",42,TimOfAltona
5495,These people come from the left side of politics in Australia. The left were soundly beaten in last years federal election so they are using the MH370 tragedy to try and score cheap political points against the Australian government. ,40,TimOfAltona
5496,Good news for the asylum seekers. They knew they would not be resettled in Australia if they came here in people smuggler boats instead of going through the orderly UNHCR program so this is a not unreasonable outcome for them.,40,TimOfAltona
5497,"The 1000+ asylum seekers who drowned following Rudd's dismantling of Howards border protection policies only have themselves to blame because noone forced them onto the boats, yet the Coalition are totally to blame for the death of 1 person in the Manus Island detention centre during a riot.",48,TimOfAltona
5498,Poor ol Chippendale - about the only person left in Australia who still worships the ground Gillard walks on - has not accepted that Labor were crushed in the last election - just  seats is it they hold in a 150 seat parliament? ,45,TimOfAltona
5499,"Let's all get back to reality here - Labor are out of government for many many years to come - Labor simply are unable to present themselves as a viable alternative government for all the reasons we know so Chippendale may as well hop over to the good side and start supporting this government as it goes about the business of securing Australia's future - and yes, that Chippendale and his family.",72,TimOfAltona
5500,You gotta laugh - so desperate are Labor supporters who can see their own party sinking so fast they want to engage with the Nats to try and keep Labor afloat - they tried with the Greens and it all turned to crap.  ,45,TimOfAltona
5501,There has been a shortage of boats arriving in the post few months - the Labor/Greens cheer squad can't stand that thought - it is vital for them and their anti-government campaign that the boats keep arriving.  ,39,TimOfAltona
5502,"The people smugglers desperately want to see Labor get back into governmemt, preferably with the Greens helping them to form government - this is their green light to start up their insidious trade again.",34,TimOfAltona
5503,Thanks for confirming the Labor/Greens cheer squad want to see the people smugglers succeed - after all if they do prosper it gives you the opportunity to say the Coalition have failed. ,33,TimOfAltona
5504,Bizarre that the Labor/Greens cheer squad want to be so subservient to Indonesia - it's like they regard Indonesia is some kind of supreme overlord that we must bow and scrape to. ,33,TimOfAltona
5505,"Newsflash: This is no longer the dysfunctional government of a giggling, inept and scripted Julia Gillard - this is a government that is taking a stand for Australia's interests and won't be dictated to by Indonesian people smugglers aided by corrupt Indonesian officials.",43,TimOfAltona
5506,No amount of kicking and screaming fom leftwing losers in these threads changes the fact that this government has achieved something the dysfunctional Labor/Greens government was never able to do. ,31,TimOfAltona
5507,"It looks like the Labor/Greens cheer squad have completely overlooked the fact that apart from the Labor government opening up our borders in 2007 and starting up the Indonesia people smuggling business again, which lead to the current mess, it is also Indonesian apathy and corruption that allowed the people smuggling business to flourish. ",55,TimOfAltona
5508,It is real shame for this country that the hapless Gillard and incompetent Swan were able to form a minority government 3.5 years ago - it meant we had another 3 years of Labor's greatest achievement - record debt and deficit. ,42,TimOfAltona
5509,The Commission of Audit are telling it how it is - Labor wear significant responsibility for we are at and as in previous decades it will take a Coalition government to fix it all up again. ,37,TimOfAltona
5510,"I'll scour your history to read your comments calling for the resignation of the conga line of Labor Immigration Minister's under whose watch 1000+men, women and children drowned at sea.",30,TimOfAltona
5511,With the Coalition now in government and fixing up the Labor/Greens mess the offshore processing centres will eventually be emptied out as genuine asylum seekers are resettled in countries other than Australia and the non-genuine ones are returned to their country of birth. ,44,TimOfAltona
5512,"This is great news - the people smugglers have been shut down, people are no longer drowning in their hundreds or thousands and the offshore processing centres will be closed down. ",32,TimOfAltona
5513,I don't follow your argument - are you saying the perperators of Mr Barati's death are other asylum seekers and the asylum seekers claiming to be 'eye witnesses' are in danger from them? ,34,TimOfAltona
5514,These people will say anything in order to get to Australia - no doubt coached by the pro bonos who reckon they know all the loop holes. If they are sent to Australia from Manus another 30 will suddenly be 'eyewitnessess' seeking protection. ,44,TimOfAltona
5515,I understand Labor have a surplus of heavy duty shredders they brought in when they lost government - they were being used 24/7 2 or 3 weeks  the election.,30,TimOfAltona
5516,"Get over it - this has been part of the fabric of Australian politics for decades. Labor were doing it and lord knows the Greens would be doing it too, except noone would pay to hear Christine Milne speak - the Greens would have to pay people to turn up.",50,TimOfAltona
5517,I knew you guys would not let me down - while you are at it can you please let Chippendale know that the asylum seekers headed to Cambodia are not being sent into the clutches of Pol Pot as he was asserting the other week.,45,TimOfAltona
5518,"Labor thought they had the Greens locked safely away in the marital bedroom only to discover the Greens had broken open their chastity belt, climbed out the window and had a fling with someone else. ",36,TimOfAltona
5519,Deep down both parties know that united they survive but divided they perish so they have booked themselves into the local office of Gillard and Brown Marriage Counselling Services for expert advice. ,33,TimOfAltona
5520,"The Greens with their seat count of 1 will find it somewhat challenging to form government - even then, Bandt is only in parliament because the Libs put him there with preferences. ",33,TimOfAltona
5521,Times may be changing but I think we may be looking sometime into the next century before the Greens may have enough seats to form government in this country - my prediction is never.,34,TimOfAltona
5522,It seems Chippendale is the only person in Australia who thinks Gillard would have lead Labor to a rousing victory if she had not been thrown out by Shorten and Rudd.,31,TimOfAltona
5523,"The thing about Gillard you continually 'overlook' is that had she stayed on as Labor leader, the ALP would be lucky to have 30 seats in the 150 seat parliament such was the nations loathing and contempt for the woman. ",41,TimOfAltona
5524,"The Greens always said they would support it providing the threshold was reduced and Labor, well Labor just thrashed around talking about themselves and squabbling amongst each other in their usual dysfunctional state. ",34,TimOfAltona
5525,If the reality for Abbott is that he needs to compromise on the threshold to pass it through the senate then so be it. It will still be a massive win for him and will be welcomed by working mothers around the country who qualify - which is most of them.,51,TimOfAltona
5526,Ross makes some valid points but I think the millions of dollars of Australian aid (Australian taxpayer dollars) should not be seen as irrelevant to the equation - also there is the elephant in the room over the 'small' issue of West Papua. ,44,TimOfAltona
5527,"Yes, Indonesia is a vast archipelago but make no mistake, every boat that leaves has been assisted in some part by someone in authority in the local area, either directly or by turning a blind eye in return for payment. ",41,TimOfAltona
5528,Indonesia needs to take on more of the heavy lifting to shut down the people smugglers - leaving it all up to Australia are not the actions of a good neighbour. ,32,TimOfAltona
5529,"The end game here was to shut down the people smugglers by denying them a product to sell. It's clearly cutting through, so instead of thousands arriving by boat each week under Labor accompanied by 1000+ drownings, we are almost down to zero people smuggler boats laden with human cargo departing Indonesia. ",53,TimOfAltona
5530,"Rank and file members of the Labor party are not the problem nor can they influence change, it is the union factions that hold the real power and this is why we see Bill Shorten as ALP leader and the failed Gillard experiment earlier. ",45,TimOfAltona
5531,Shorten needs desperately to reform his party if Labor are to have any hope in forming a government in the next 6-9 years - can he do it and weaken the union power base?  ,36,TimOfAltona
5532,He does make a good point re putting them to work to assist the PNG economy whilst they are awaiting processing. Not sure the left would support that proposal - I can hear the cries of 'slave labour' already.  ,41,TimOfAltona
5533,I recall that PNG is the largest recipient of Australian taxpayer dollars - without Australian aid PNG would be almost a basket case - could this be a classic case of biting the hand that feeds you?,37,TimOfAltona
5534,Perhaps Turnbull will be our next PM one day - he would be certain to keep Labor out of government for an extended period. He is gaining support with his Communications portfolio it seems -,35,TimOfAltona
5535,Turnbull was always going to replace Abbott as PM one day - it's all a matter of the timing - it may happen in the second or perhaps the third term. ,32,TimOfAltona
5536,"People don't usually comment on poll results unless their side that has the favorable result - if their side is behind in any given poll, they tend to go quiet, look the other way &amp; pretend it is not there (unless their only comment is to say the polls are rigged) . We saw this with the polling leading up to last years federal election. ",66,TimOfAltona
5537,Bottom line here is these poll results were to be expected in the lead up to what was always going to be a tough first budget for the incoming government. ,31,TimOfAltona
5538,There are still 2.5 years to go before the next election - an eternity in politics and plenty of time to assess whether the Coalition's budget measures are working for the economy. ,33,TimOfAltona
5539,"Remodelling the GST is only a matter of time away - it will take a poltically brave government to legislate changes, but it will happen one day - the NZ National Government (Conservative) raised the GST across the ditch and the country is still standing , in fact they are in a better fiscal position based on per head of population than Australia.",63,TimOfAltona
5540,"David, don't know if you happened to see Q&amp;A on the ABC last Monday night - but I reckon that particular group of panelists were the best we've seen for months - highly intelligent, articulate and passionate for their causes.  ",42,TimOfAltona
5541,If they could only sit in a room and thrash out a map/plan for Australia's future we could do a lot worse - the best of Labor's social policies coupled with the best of the Coalition's fiscal good management. Turnbull was on the panel - he will make a great PM one day.,53,TimOfAltona
5542,"Don't know if you happened to see Q&amp;A on the ABC last Monday night - but I reckon that particular group of panelists were the best we've seen for months - highly intelligent, articulate and passionate for their causes.  ",41,TimOfAltona
5543,If they could only sit in a room and thrash out a map/plan for Australia's future we could do a lot worse - the best of Labor's social policies coupled with the best of the Coalition's fiscal good management. ,40,TimOfAltona
5544,The Coalition are on the right track - they will embrace/adopt some of the Audit Commission's report - the key thing here is that something is being done to repair Labor's debt and deficit. ,35,TimOfAltona
5545,The government would not be too concerned and be too concerned re polling results a) before the budget and b) this far out from an election - with over 2 years to go. ,34,TimOfAltona
5546,Hate to be the bearer of bad news cheer squadders - 2.5 years is an eternity in politics - Labor and the Greens have no hope in hell of forming another government in 2016.  ,36,TimOfAltona
5547,"Hang on, petrol excise was originally a Labor policy abolished by Howard to help him save the election for the Coalition and ever since the government of the day has missed out on billions of dollars in tax revenues. ",40,TimOfAltona
5548,Now for the GST - when will we see that increased to 12% (where it probably should be). That would solve a heap fiscal problems for this and successivegovernments - NZ went down that path and their economy is powering along.,41,TimOfAltona
5549,"Fact remains, Abbott is the preferred PM over Shorten and the government will prevail at the next election - next weeks tough budget will be but a distant memory in 2016. Loooooong way to go and plenty of time for the government to get back on top - and they will.",51,TimOfAltona
5550,Clearly Abbott and his Cabinet have some tough decisions to make on how to extract Australia from it's current debt and deficit problems and how to lay the foundations for structural change to benefit the nation over the next couple of decades. ,43,TimOfAltona
5551,"I doubt Labor will stand in the way too much with the upcoming budget measures, after all, our money dried up under their watch and we were left running the country on overseas borrowings.",34,TimOfAltona
5552,I very much doubt the Nigerian government  to see hundreds massacred in that village two days ago nor  to see 300 school girls kidnapped and subjected to unspeakable horrors - I suggest the Nigerian government has pretty much lost control of the situation and international assistance is needed to prevent ongoing atrocities against innocent people.,57,TimOfAltona
5553,"No one should underestimate Tony Abbott. He is arguably one of the most successful politicians this country has seen - how many Labor PM's did he see off in opposition and then go on to win,reducing Labor to a rump of it's former self in the Lower House. ",49,TimOfAltona
5554,But the people have dictated our policies - they democratically elected a Coaltion government to 'Stop the Boats' and that is exactly what the this government is going about doing - the nation asked for it. ,37,TimOfAltona
5555,If the nation wants to start up the boats again then all they need to do is vote in a Labor/Greens government in 2016 and hey presto! your people smugglers will be back in business.,35,TimOfAltona
5556,"As much as you want to see the people smugglers dictate who comes to Australia and when, the reality is we now have a government with the resolve to shut them down. ",33,TimOfAltona
5557,The left have well and truly lost the battle on this one - there is no overwhelming support amongst Australians to reopen our borders to all who can make it here by people smuggler boats. ,36,TimOfAltona
5558,"Bruce appears to favour unrestricted migration by anyone claiming refugee status. How many detention centres does he think Australia will need to accommodate the tens of thousands who will be incentivised to attempt the journey via people smuggler boats? 10, 50, 100, 500? ",44,TimOfAltona
5559,Perhaps he is on the same ticket as Sarah Hanson-Young who wants zero detention/processing centres and everyone who comes here be released straight into the community while their claims are processed? ,32,TimOfAltona
5560,Where are these people going to live? They cannot work so they can only survive on Centrelink handouts which means they are surviving below the poverty line. The charity organsiations would go into melt down unable to cope with the demand. ,42,TimOfAltona
5561,"Hundreds of thousands of genuine refugees have been welcomed into Australia through an orderly and regulated UNHCR program - they have been afforded housing, jobs, health care, education and most have assimilated well into their local communities and taken up Australian citizenship.  ",44,TimOfAltona
5562,It is the disorderly and unrestricted entry that the Abbott government is dealing with by following through on a policy it took to the last election - stopping the boats and shutting down the people smugglers - I cannot understand why so many on the left argue that is a bad policy and want to see the government fail in it's efforts to control our borders.,66,TimOfAltona
5563,Don't think the boys and girls down at Australian Customs or the immigration boys and girls manning the airport departure/arrivals would appreciate being compared to events 80 years ago in Germany? ,32,TimOfAltona
5564,"I am not having a go at her, she has been wheeled in by Shorten as a door stop prop to try and resurrect his increasing irrelevance to Labor's message. ",31,TimOfAltona
5565,They had better cast their eyes to another thread that says something along the lines about labor changing their offshore processing policy to processing onshore and the resultant start up of the people smuggling operations again. ,37,TimOfAltona
5566,There is no 'unfolding disaster' - the primary aim is to get these people processed and get them out of there - in time the processing centres will be closed down as they were previously. ,36,TimOfAltona
5567,The 'unfolding disaster' occurred under Labor when 1000's of people were drowning because there was no deterrent in place to discourage people getting on leaky boats and trying to reach Australia - now  was an unfolding disaster of the highest magnitude.,42,TimOfAltona
5568,These people boarded boats in Indonesia in full knowledge they would not be able to enter Australia and would end up in Manus or Nauru - which is where they now are. ,33,TimOfAltona
5569,The primary objective should now be to clear those processing centres out and shut them down. With the boats all but stopped they will no longer be needed in the future (Howard successfully closed them down until Labor reopened them). ,41,TimOfAltona
5570,"The government should fast track processing and provide these people with 4 options - start a new life in the country they are in (PNG or Nauru) and assimilate with the local community, relocate and settle in a third country which is accepting of their refugee status, return to Indonesia or return to their own country if it is safe to do so or they are economic migrants. ",69,TimOfAltona
5571,That's the point - the election is 2.5 years away - todays polls are meaningless - the government is only just starting out - over 2 years to deliver on the structural reform necessary.,34,TimOfAltona
5572,What many in the Labor/Greens camp don't like to face up to is that Labor  for most of 2013 - nothing could have saved them from defeat - it was only a matter of by how many seats (as it turned out Labor salvaged 55 seats with Rudd and it would have been 30 seats with Gillard) - ,60,TimOfAltona
5573,"This was nothing to do with the media, Tony Abbott or Rupert Murdoch - it was all about Labor in a very public war with itself, factions brawling, white-anting, unresolved leadership turmoil, some very bad judgment calls by Gillard and hideous micro-management by Rudd. ",45,TimOfAltona
5574,"Labor's problem for the next 10 years or so is that they will need that long to rebuild, sort out what kind of party they want to be, who their leadership team will be and break away from union domination. ",41,TimOfAltona
5575,The Mint only produces our coins and coins for many other countries as well - Note Printing Australia is a subsidiary of the Reserve Bank and produces our bank notes and for many other countries as well. ,38,TimOfAltona
5576,This is a good thread to follow the lead up to tomorrow's budget....however there are two other significant events occurring today - Royal Commission into Union Corruption and Royal Commission into the Home Insulation Program. ,36,TimOfAltona
5577,"The Ballistic parachute operates in a similar way to pilot ejection seats in military fighters - an explosive device propels the parachute up and opens in a fraction of the time of a traditional parachute - it allows the the pilot to deploy at much lower altitudes, as low as 260 feet depending on the aircraft. ",57,TimOfAltona
5578,3. Abbott has always said and keeps saying a GST will only happen if the states are unanimous and it goes to a Federal election for a mandate from the people. ,32,TimOfAltona
5579,"Group A - People who would rather cut off their left before voting for the conservative side of politics. If Labor is not in government it matters not who the Coalition have as PM, their mission in life is to attack and tear that individual down by any means possible - so whether it's Tony Abbott, Malcolm Turnbull or  leading the Libs that individual will be relentlessly attacked and vilified irrespective of how good a job they are doing. Group A account for roughly 95% of the regular commentators here as the Guardian have provided them a meeting place to 'hang out' and support each others' ideology. ",109,TimOfAltona
5580,"Group B - People who comment more objectively, they lean towards Labor but from time to time actually agree with something the Coalition are doing and are not afraid to express their view knowing full well they will be shot down in flames by Group A. Group B account for roughly 2% of the commentators. ",56,TimOfAltona
5581,Group C - People who lean towards the LNP and comment on here with an alternate view knowing that 100% guaranteed they will be attacked and vilified by Group A. Group C account for roughly 2% of the commentators (I wonder why?) ,43,TimOfAltona
5582,"Group D - People who claim they used to vote for the Liberal Party and also voted for Tony Abbott but have now 'switched' to Labor. Group D pleases Group A very much but Group C are a little suspicious. Group D accounts for........well Jim, that's just you on your own it seems.",53,TimOfAltona
